M,N,K,o_kid,hint_mode,o_us,o_slow,oracle_kid,oracle_us,prod_kid,prod_lib,prod_is_default,prod_us,prod_slow,default_us,default_slow,o_vs_default,o_vs_prod,n_ok
7723,4352,6144,0,base,355.449,1.0,0,355.449,7,default,1,1093.388,3.0761,1093.388,3.0761,0.3251,0.3251,19
7825,4352,6144,0,base,361.709,1.0,0,361.709,7,default,1,1123.244,3.1054,1123.244,3.1054,0.322,0.322,19
7862,4352,6144,0,base,369.477,1.0,0,369.477,7,default,1,1112.94,3.0122,1112.94,3.0122,0.332,0.332,19
7876,4352,6144,0,base,368.773,1.0,0,368.773,7,default,1,1119.444,3.0356,1119.444,3.0356,0.3294,0.3294,19
8696,4352,6144,0,base,418.346,1.0,0,418.346,7,default,1,1228.029,2.9354,1228.029,2.9354,0.3407,0.3407,19
8714,4352,6144,0,base,419.842,1.0,0,419.842,7,default,1,1230.282,2.9303,1230.282,2.9303,0.3413,0.3413,19
9218,4352,6144,0,base,427.906,1.0,0,427.906,7,default,1,1295.871,3.0284,1295.871,3.0284,0.3302,0.3302,19
9486,4352,6144,0,base,434.722,1.0,0,434.722,7,default,1,1327.715,3.0542,1327.715,3.0542,0.3274,0.3274,19
9528,4352,6144,0,base,430.582,1.0,0,430.582,7,default,1,1344.467,3.1224,1344.467,3.1224,0.3203,0.3203,19
9542,4352,6144,0,base,432.19,1.0,0,432.19,7,default,1,1347.047,3.1168,1347.047,3.1168,0.3208,0.3208,19
9889,4352,6144,0,base,459.25,1.0,0,459.25,7,default,1,1397.672,3.0434,1397.672,3.0434,0.3286,0.3286,19
9912,4352,6144,0,base,458.143,1.0,0,458.143,7,default,1,1402.768,3.0619,1402.768,3.0619,0.3266,0.3266,19
10122,4352,6144,0,base,475.511,1.0,0,475.511,7,default,1,1432.853,3.0133,1432.853,3.0133,0.3319,0.3319,19
10806,4352,6144,0,base,498.855,1.0,0,498.855,7,default,1,1516.598,3.0402,1516.598,3.0402,0.3289,0.3289,19
10881,4352,6144,0,base,505.275,1.0,0,505.275,7,default,1,1535.73,3.0394,1535.73,3.0394,0.329,0.329,19
11065,4352,6144,0,base,514.727,1.0,0,514.727,7,default,1,1554.114,3.0193,1554.114,3.0193,0.3312,0.3312,19
11074,4352,6144,0,base,497.783,1.0,0,497.783,7,default,1,1571.694,3.1574,1571.694,3.1574,0.3167,0.3167,19
11119,4352,6144,0,base,512.447,1.0,0,512.447,7,default,1,1570.527,3.0648,1570.527,3.0648,0.3263,0.3263,19
11153,4352,6144,0,base,514.683,1.0,0,514.683,7,default,1,1569.955,3.0503,1569.955,3.0503,0.3278,0.3278,19
11231,4352,6144,0,base,510.447,1.0,0,510.447,7,default,1,1581.587,3.0984,1581.587,3.0984,0.3227,0.3227,19
11400,4352,6144,0,base,524.044,1.0,0,524.044,7,default,1,1603.583,3.06,1603.583,3.06,0.3268,0.3268,19
13533,4352,6144,0,base,632.281,1.0,0,632.281,7,default,1,1906.224,3.0148,1906.224,3.0148,0.3317,0.3317,19
13593,4352,6144,0,base,629.937,1.0,0,629.937,7,default,1,1903.499,3.0217,1903.499,3.0217,0.3309,0.3309,19
14245,4352,6144,0,base,641.153,1.0,0,641.153,7,default,1,2004.265,3.126,2004.265,3.126,0.3199,0.3199,19
14501,4352,6144,0,base,677.762,1.0,0,677.762,7,default,1,2038.413,3.0076,2038.413,3.0076,0.3325,0.3325,19
14833,4352,6144,0,base,678.989,1.0,0,678.989,7,default,1,2085.642,3.0717,2085.642,3.0717,0.3256,0.3256,19
15408,4352,6144,0,base,788.444,1.0,0,788.444,7,default,1,2146.519,2.7225,2146.519,2.7225,0.3673,0.3673,19
15841,4352,6144,0,base,722.586,1.0,0,722.586,7,default,1,2215.064,3.0655,2215.064,3.0655,0.3262,0.3262,19
16575,4352,6144,0,base,780.939,1.0,0,780.939,7,default,1,2331.73,2.9858,2331.73,2.9858,0.3349,0.3349,19
16834,4352,6144,0,base,779.955,1.0,0,779.955,7,default,1,2354.162,3.0183,2354.162,3.0183,0.3313,0.3313,19
17371,4352,6144,0,base,807.692,1.0,0,807.692,7,default,1,2439.919,3.0209,2439.919,3.0209,0.331,0.331,19
17431,4352,6144,0,base,814.516,1.0,0,814.516,7,default,1,2435.623,2.9903,2435.623,2.9903,0.3344,0.3344,19
17477,4352,6144,0,base,816.16,1.0,0,816.16,7,default,1,2459.315,3.0133,2459.315,3.0133,0.3319,0.3319,19
17565,4352,6144,0,base,819.084,1.0,0,819.084,7,default,1,2459.623,3.0029,2459.623,3.0029,0.333,0.333,19
17735,4352,6144,0,base,820.376,1.0,0,820.376,7,default,1,2494.644,3.0409,2494.644,3.0409,0.3289,0.3289,19
17850,4352,6144,0,base,824.748,1.0,0,824.748,7,default,1,2516.76,3.0516,2516.76,3.0516,0.3277,0.3277,19
19089,4352,6144,0,base,876.713,1.0,0,876.713,7,default,1,2672.406,3.0482,2672.406,3.0482,0.3281,0.3281,19
19525,4352,6144,0,base,900.621,1.0,0,900.621,7,default,1,2740.339,3.0427,2740.339,3.0427,0.3287,0.3287,19
20965,4352,6144,0,base,958.01,1.0,0,958.01,7,default,1,2952.018,3.0814,2952.018,3.0814,0.3245,0.3245,19
21079,4352,6144,0,base,977.282,1.0,0,977.282,7,default,1,2967.251,3.0362,2967.251,3.0362,0.3294,0.3294,19
21417,4352,6144,0,base,988.978,1.0,0,988.978,7,default,1,3003.183,3.0367,3003.183,3.0367,0.3293,0.3293,19
21508,4352,6144,0,base,999.298,1.0,0,999.298,7,default,1,3032.548,3.0347,3032.548,3.0347,0.3295,0.3295,19
21861,4352,6144,0,base,1009.227,1.0,0,1009.227,7,default,1,3070.308,3.0422,3070.308,3.0422,0.3287,0.3287,19
22900,4352,6144,0,base,1054.383,1.0,0,1054.383,7,default,1,3215.722,3.0499,3215.722,3.0499,0.3279,0.3279,19
24358,4352,6144,0,base,1126.804,1.0,0,1126.804,7,default,1,3417.845,3.0332,3417.845,3.0332,0.3297,0.3297,19
24463,4352,6144,0,base,1128.004,1.0,0,1128.004,7,default,1,3427.445,3.0385,3427.445,3.0385,0.3291,0.3291,19
24495,4352,6144,0,base,1127.096,1.0,0,1127.096,7,default,1,3427.813,3.0413,3427.813,3.0413,0.3288,0.3288,19
25310,4352,6144,0,base,1168.249,1.0,0,1168.249,7,default,1,3540.879,3.0309,3540.879,3.0309,0.3299,0.3299,19
25638,4352,6144,0,base,1187.621,1.0,0,1187.621,7,default,1,3577.055,3.0119,3577.055,3.0119,0.332,0.332,19
25683,4352,6144,0,base,1184.421,1.0,0,1184.421,7,default,1,3591.64,3.0324,3591.64,3.0324,0.3298,0.3298,19
25776,4352,6144,0,base,1195.509,1.0,0,1195.509,7,default,1,3588.407,3.0016,3588.407,3.0016,0.3332,0.3332,19
25868,4352,6144,0,base,1203.181,1.0,0,1203.181,7,default,1,3608.752,2.9993,3608.752,2.9993,0.3334,0.3334,19
26035,4352,6144,0,base,1209.493,1.0,0,1209.493,7,default,1,3648.072,3.0162,3648.072,3.0162,0.3315,0.3315,19
27543,4352,6144,0,base,1249.658,1.0,0,1249.658,7,default,1,3839.96,3.0728,3839.96,3.0728,0.3254,0.3254,19
28451,4352,6144,0,base,1290.051,1.0,0,1290.051,7,default,1,3977.293,3.0831,3977.293,3.0831,0.3244,0.3244,19
28549,4352,6144,0,base,1295.995,1.0,0,1295.995,7,default,1,3997.053,3.0842,3997.053,3.0842,0.3242,0.3242,19
28758,4352,6144,0,base,1287.07,1.0,0,1287.07,7,default,1,4007.862,3.1139,4007.862,3.1139,0.3211,0.3211,19
31749,4352,6144,0,base,1402.796,1.0,0,1402.796,7,default,1,4429.152,3.1574,4429.152,3.1574,0.3167,0.3167,19
32646,4352,6144,0,base,1424.133,1.0,0,1424.133,7,default,1,4560.861,3.2026,4560.861,3.2026,0.3123,0.3123,19
33024,4352,6144,0,base,1370.588,1.0,0,1370.588,7,default,1,4579.25,3.3411,4579.25,3.3411,0.2993,0.2993,19
216,6144,1024,17,base,29.6,1.7266,2,17.144,7,default,1,20.12,1.1736,20.12,1.1736,1.4712,1.4712,19
272,6144,1024,17,base,36.116,2.0322,2,17.772,7,default,1,22.405,1.2606,22.405,1.2606,1.612,1.612,19
1053,6144,1024,0,base,31.745,1.0,0,31.745,7,default,1,46.317,1.459,46.317,1.459,0.6854,0.6854,19
1096,6144,1024,0,base,30.564,1.0,0,30.564,7,default,1,46.041,1.5064,46.041,1.5064,0.6639,0.6639,19
1405,6144,1024,0,base,39.813,1.0816,2,36.809,7,default,1,56.228,1.5276,56.228,1.5276,0.7081,0.7081,19
1439,6144,1024,0,base,39.928,1.0889,2,36.668,7,default,1,56.697,1.5462,56.697,1.5462,0.7042,0.7042,19
1494,6144,1024,0,base,39.429,1.0831,2,36.404,7,default,1,57.961,1.5921,57.961,1.5921,0.6803,0.6803,19
1821,6144,1024,0,base,40.032,1.0,0,40.032,7,default,1,68.725,1.7167,68.725,1.7167,0.5825,0.5825,19
1892,6144,1024,0,base,39.961,1.0,0,39.961,7,default,1,71.157,1.7807,71.157,1.7807,0.5616,0.5616,19
2064,6144,1024,0,base,47.853,1.0358,2,46.201,7,default,1,75.429,1.6326,75.429,1.6326,0.6344,0.6344,19
2475,6144,1024,0,base,48.145,1.0,0,48.145,7,default,1,91.313,1.8966,91.313,1.8966,0.5272,0.5272,19
2554,6144,1024,14,base,63.869,1.33,0,48.021,7,default,1,91.145,1.8981,91.145,1.8981,0.7007,0.7007,19
2572,6144,1024,0,base,48.317,1.0,0,48.317,7,default,1,93.049,1.9258,93.049,1.9258,0.5193,0.5193,19
2845,6144,1024,0,base,56.557,1.0203,2,55.432,7,default,1,101.954,1.8392,101.954,1.8392,0.5547,0.5547,19
3394,6144,1024,0,base,64.093,1.0,0,64.093,7,default,1,118.786,1.8533,118.786,1.8533,0.5396,0.5396,19
4005,6144,1024,0,base,66.069,1.0,0,66.069,7,default,1,136.762,2.07,136.762,2.07,0.4831,0.4831,19
4044,6144,1024,0,base,66.329,1.0,0,66.329,7,default,1,143.302,2.1605,143.302,2.1605,0.4629,0.4629,19
4295,6144,1024,0,base,74.145,1.0,0,74.145,7,default,1,144.798,1.9529,144.798,1.9529,0.5121,0.5121,19
4416,6144,1024,0,base,74.005,1.0,0,74.005,7,default,1,145.65,1.9681,145.65,1.9681,0.5081,0.5081,19
4991,6144,1024,14,base,112.858,1.3731,0,82.189,7,default,1,167.558,2.0387,167.558,2.0387,0.6735,0.6735,19
5241,6144,1024,14,base,114.162,1.3422,0,85.053,7,default,1,177.002,2.0811,177.002,2.0811,0.645,0.645,19
5327,6144,1024,0,base,82.933,1.0,0,82.933,7,default,1,181.059,2.1832,181.059,2.1832,0.458,0.458,19
5342,6144,1024,0,base,82.773,1.0,0,82.773,7,default,1,178.739,2.1594,178.739,2.1594,0.4631,0.4631,19
5638,6144,1024,0,base,91.593,1.0,0,91.593,7,default,1,194.903,2.1279,194.903,2.1279,0.4699,0.4699,19
5737,6144,1024,0,base,91.697,1.0,0,91.697,7,default,1,193.531,2.1105,193.531,2.1105,0.4738,0.4738,19
6595,6144,1024,0,base,98.825,1.0,0,98.825,7,default,1,217.819,2.2041,217.819,2.2041,0.4537,0.4537,19
6658,6144,1024,0,base,100.061,1.0,0,100.061,7,default,1,218.027,2.1789,218.027,2.1789,0.4589,0.4589,19
8079,6144,1024,0,base,116.842,1.0,0,116.842,7,default,1,271.804,2.3263,271.804,2.3263,0.4299,0.4299,19
8471,6144,1024,0,base,124.338,1.0,0,124.338,7,default,1,281.292,2.2623,281.292,2.2623,0.442,0.442,19
8633,6144,1024,0,base,125.054,1.0,0,125.054,7,default,1,292.36,2.3379,292.36,2.3379,0.4277,0.4277,19
8872,6144,1024,0,base,133.534,1.0,0,133.534,7,default,1,289.684,2.1694,289.684,2.1694,0.461,0.461,19
9061,6144,1024,0,base,131.626,1.0,0,131.626,7,default,1,299.464,2.2751,299.464,2.2751,0.4395,0.4395,19
9147,6144,1024,0,base,132.298,1.0,0,132.298,7,default,1,303.808,2.2964,303.808,2.2964,0.4355,0.4355,19
9249,6144,1024,0,base,133.278,1.0,0,133.278,7,default,1,305.24,2.2903,305.24,2.2903,0.4366,0.4366,19
9353,6144,1024,0,base,132.742,1.0,0,132.742,7,default,1,311.424,2.3461,311.424,2.3461,0.4262,0.4262,19
9368,6144,1024,0,base,133.638,1.0,0,133.638,7,default,1,312.52,2.3386,312.52,2.3386,0.4276,0.4276,19
9465,6144,1024,0,base,132.698,1.0,0,132.698,7,default,1,311.645,2.3485,311.645,2.3485,0.4258,0.4258,19
9524,6144,1024,0,base,140.258,1.0,0,140.258,7,default,1,314.177,2.24,314.177,2.24,0.4464,0.4464,19
9579,6144,1024,0,base,140.314,1.0,0,140.314,7,default,1,319.097,2.2742,319.097,2.2742,0.4397,0.4397,19
9900,6144,1024,0,base,140.434,1.0,0,140.434,7,default,1,330.364,2.3525,330.364,2.3525,0.4251,0.4251,19
9965,6144,1024,0,base,142.182,1.0,0,142.182,7,default,1,330.341,2.3234,330.341,2.3234,0.4304,0.4304,19
10034,6144,1024,0,base,141.014,1.0,0,141.014,7,default,1,326.829,2.3177,326.829,2.3177,0.4315,0.4315,19
10043,6144,1024,0,base,140.758,1.0,0,140.758,7,default,1,334.129,2.3738,334.129,2.3738,0.4213,0.4213,19
10114,6144,1024,0,base,141.65,1.0,0,141.65,7,default,1,332.649,2.3484,332.649,2.3484,0.4258,0.4258,19
10742,6144,1024,0,base,150.45,1.0,0,150.45,7,default,1,348.633,2.3173,348.633,2.3173,0.4315,0.4315,19
11054,6144,1024,0,base,158.09,1.0,0,158.09,7,default,1,362.365,2.2921,362.365,2.2921,0.4363,0.4363,19
12073,6144,1024,0,base,170.27,1.0,0,170.27,7,default,1,392.47,2.305,392.47,2.305,0.4338,0.4338,19
13460,6144,1024,0,base,184.607,1.0,0,184.607,7,default,1,436.65,2.3653,436.65,2.3653,0.4228,0.4228,19
13783,6144,1024,0,base,194.331,1.0,0,194.331,7,default,1,452.615,2.3291,452.615,2.3291,0.4294,0.4294,19
13812,6144,1024,0,base,192.55,1.0,0,192.55,7,default,1,446.726,2.3201,446.726,2.3201,0.431,0.431,19
15751,6144,1024,0,base,219.635,1.0,0,219.635,7,default,1,511.075,2.3269,511.075,2.3269,0.4298,0.4298,19
15958,6144,1024,0,base,224.311,1.0,0,224.311,7,default,1,510.859,2.2775,510.859,2.2775,0.4391,0.4391,19
17529,6144,1024,0,base,238.879,1.0,0,238.879,7,default,1,557.228,2.3327,557.228,2.3327,0.4287,0.4287,19
18040,6144,1024,0,base,256.228,1.0,0,256.228,7,default,1,578.624,2.2582,578.624,2.2582,0.4428,0.4428,19
18188,6144,1024,0,base,254.188,1.0,0,254.188,7,default,1,575.893,2.2656,575.893,2.2656,0.4414,0.4414,19
18393,6144,1024,0,base,259.4,1.0,0,259.4,7,default,1,589.693,2.2733,589.693,2.2733,0.4399,0.4399,19
18997,6144,1024,0,base,263.108,1.0,0,263.108,7,default,1,599.781,2.2796,599.781,2.2796,0.4387,0.4387,19
19288,6144,1024,0,base,278.36,1.0,0,278.36,7,default,1,608.577,2.1863,608.577,2.1863,0.4574,0.4574,19
19705,6144,1024,0,base,278.008,1.0,0,278.008,7,default,1,624.545,2.2465,624.545,2.2465,0.4451,0.4451,19
19857,6144,1024,0,base,275.532,1.0,0,275.532,7,default,1,634.601,2.3032,634.601,2.3032,0.4342,0.4342,19
20179,6144,1024,0,base,290.308,1.0,0,290.308,7,default,1,639.613,2.2032,639.613,2.2032,0.4539,0.4539,19
20540,6144,1024,0,base,290.588,1.0,0,290.588,7,default,1,650.057,2.237,650.057,2.237,0.447,0.447,19
21070,6144,1024,0,base,296.672,1.0,0,296.672,7,default,1,668.734,2.2541,668.734,2.2541,0.4436,0.4436,19
21555,6144,1024,0,base,307.608,1.0,0,307.608,7,default,1,681.978,2.217,681.978,2.217,0.4511,0.4511,19
23168,6144,1024,0,base,324.701,1.0,0,324.701,7,default,1,727.822,2.2415,727.822,2.2415,0.4461,0.4461,19
23279,6144,1024,0,base,323.309,1.0,0,323.309,7,default,1,736.807,2.279,736.807,2.279,0.4388,0.4388,19
23333,6144,1024,0,base,336.209,1.0,0,336.209,7,default,1,740.255,2.2018,740.255,2.2018,0.4542,0.4542,19
24790,6144,1024,0,base,356.793,1.0,0,356.793,7,default,1,786.455,2.2042,786.455,2.2042,0.4537,0.4537,19
25909,6144,1024,0,base,368.749,1.0,0,368.749,7,default,1,821.796,2.2286,821.796,2.2286,0.4487,0.4487,19
26310,6144,1024,0,base,379.234,1.0,0,379.234,7,default,1,836.988,2.2071,836.988,2.2071,0.4531,0.4531,19
26453,6144,1024,0,base,375.525,1.0,0,375.525,7,default,1,838.092,2.2318,838.092,2.2318,0.4481,0.4481,19
26934,6144,1024,0,base,378.626,1.0,0,378.626,7,default,1,856.464,2.262,856.464,2.262,0.4421,0.4421,19
27062,6144,1024,0,base,379.862,1.0,0,379.862,7,default,1,857.508,2.2574,857.508,2.2574,0.443,0.443,19
29085,6144,1024,0,base,415.026,1.0,0,415.026,7,default,1,924.373,2.2273,924.373,2.2273,0.449,0.449,19
30526,6144,1024,0,base,435.65,1.0,0,435.65,7,default,1,976.834,2.2422,976.834,2.2422,0.446,0.446,19
31245,6144,1024,0,base,459.355,1.0,0,459.355,7,default,1,989.014,2.1531,989.014,2.1531,0.4645,0.4645,19
33024,6144,1024,0,base,467.383,1.0,0,467.383,7,default,1,1040.459,2.2261,1040.459,2.2261,0.4492,0.4492,19
65,6400,512,7,base,15.38,1.0381,10,14.816,7,default,1,15.38,1.0381,15.38,1.0381,1.0,1.0,19
107,6400,512,12,base,15.424,1.0377,18,14.864,7,default,1,15.292,1.0288,15.292,1.0288,1.0086,1.0086,19
197,6400,512,17,base,16.56,1.0734,13,15.428,7,default,1,15.668,1.0156,15.668,1.0156,1.0569,1.0569,19
256,6400,512,17,base,15.892,1.0336,18,15.376,7,default,1,15.596,1.0143,15.596,1.0143,1.019,1.019,19
1567,6400,512,0,base,31.92,1.1363,18,28.092,7,default,1,35.129,1.2505,35.129,1.2505,0.9087,0.9087,19
1735,6400,512,0,base,31.788,1.0787,18,29.468,7,default,1,35.385,1.2008,35.385,1.2008,0.8984,0.8984,19
1744,6400,512,0,base,30.72,1.0161,18,30.232,7,default,1,34.728,1.1487,34.728,1.1487,0.8846,0.8846,19
2038,6400,512,14,base,46.637,1.4335,18,32.533,7,default,1,38.725,1.1903,38.725,1.1903,1.2043,1.2043,19
2057,6400,512,0,base,36.408,1.1193,18,32.528,7,default,1,39.56,1.2162,39.56,1.2162,0.9203,0.9203,19
2549,6400,512,14,base,47.249,1.2984,0,36.389,7,default,1,45.648,1.2545,45.648,1.2545,1.0351,1.0351,19
2660,6400,512,14,base,55.353,1.431,18,38.681,7,default,1,47.373,1.2247,47.373,1.2247,1.1685,1.1685,19
2984,6400,512,0,base,42.657,1.0286,18,41.473,7,default,1,51.489,1.2415,51.489,1.2415,0.8285,0.8285,19
3152,6400,512,0,base,42.652,1.0,0,42.652,7,default,1,53.58,1.2562,53.58,1.2562,0.796,0.796,19
3461,6400,512,0,base,48.181,1.0368,18,46.473,7,default,1,58.549,1.2599,58.549,1.2599,0.8229,0.8229,19
3710,6400,512,14,base,64.221,1.3334,18,48.165,7,default,1,62.825,1.3044,62.825,1.3044,1.0222,1.0222,19
3957,6400,512,14,base,71.237,1.4003,18,50.873,7,default,1,64.569,1.2692,64.569,1.2692,1.1033,1.1033,19
4265,6400,512,0,base,54.276,1.0,0,54.276,7,default,1,70.341,1.296,70.341,1.296,0.7716,0.7716,19
4266,6400,512,0,base,54.133,1.0,0,54.133,7,default,1,71.409,1.3191,71.409,1.3191,0.7581,0.7581,19
4602,6400,512,14,base,80.353,1.389,18,57.849,7,default,1,74.885,1.2945,74.885,1.2945,1.073,1.073,19
4632,6400,512,0,base,59.741,1.0407,18,57.405,7,default,1,74.945,1.3056,74.945,1.3056,0.7971,0.7971,19
4658,6400,512,0,base,59.521,1.0206,18,58.321,7,default,1,76.637,1.3141,76.637,1.3141,0.7767,0.7767,19
4752,6400,512,0,base,59.577,1.0049,18,59.289,7,default,1,79.125,1.3346,79.125,1.3346,0.7529,0.7529,19
4858,6400,512,14,base,80.797,1.3668,18,59.113,7,default,1,79.801,1.35,79.801,1.35,1.0125,1.0125,19
4863,6400,512,14,base,82.121,1.3973,18,58.773,7,default,1,80.821,1.3752,80.821,1.3752,1.0161,1.0161,19
5145,6400,512,14,base,81.621,1.3233,18,61.681,7,default,1,85.033,1.3786,85.033,1.3786,0.9599,0.9599,19
6237,6400,512,0,base,71.301,1.0,0,71.301,7,default,1,100.438,1.4086,100.438,1.4086,0.7099,0.7099,19
6658,6400,512,0,base,77.057,1.0101,18,76.285,7,default,1,108.682,1.4247,108.682,1.4247,0.709,0.709,19
6811,6400,512,0,base,77.833,1.0149,18,76.693,7,default,1,111.294,1.4512,111.294,1.4512,0.6994,0.6994,19
7737,6400,512,0,base,83.425,1.0,0,83.425,7,default,1,123.946,1.4857,123.946,1.4857,0.6731,0.6731,19
7883,6400,512,0,base,88.666,1.0146,18,87.385,7,default,1,128.17,1.4667,128.17,1.4667,0.6918,0.6918,19
8148,6400,512,0,base,88.641,1.0,0,88.641,7,default,1,133.426,1.5052,133.426,1.5052,0.6643,0.6643,19
9086,6400,512,0,base,94.681,1.0,0,94.681,7,default,1,145.962,1.5416,145.962,1.5416,0.6487,0.6487,19
9468,6400,512,0,base,100.541,1.0,0,100.541,7,default,1,153.318,1.5249,153.318,1.5249,0.6558,0.6558,19
9894,6400,512,0,base,106.953,1.0141,18,105.466,7,default,1,158.778,1.5055,158.778,1.5055,0.6736,0.6736,19
10136,6400,512,0,base,106.418,1.0,0,106.418,7,default,1,161.634,1.5189,161.634,1.5189,0.6584,0.6584,19
10153,6400,512,0,base,106.893,1.0,0,106.893,7,default,1,162.574,1.5209,162.574,1.5209,0.6575,0.6575,19
10173,6400,512,0,base,106.002,1.0,0,106.002,7,default,1,162.998,1.5377,162.998,1.5377,0.6503,0.6503,19
10578,6400,512,0,base,112.11,1.0,0,112.11,7,default,1,168.63,1.5042,168.63,1.5042,0.6648,0.6648,19
10846,6400,512,0,base,112.989,1.0,0,112.989,7,default,1,171.199,1.5152,171.199,1.5152,0.66,0.66,19
10886,6400,512,0,base,112.689,1.0,0,112.689,7,default,1,170.318,1.5114,170.318,1.5114,0.6616,0.6616,19
10907,6400,512,0,base,112.138,1.0,0,112.138,7,default,1,172.774,1.5407,172.774,1.5407,0.649,0.649,19
11029,6400,512,0,base,112.886,1.0,0,112.886,7,default,1,176.487,1.5634,176.487,1.5634,0.6396,0.6396,19
11102,6400,512,0,base,113.494,1.0,0,113.494,7,default,1,175.151,1.5433,175.151,1.5433,0.648,0.648,19
11469,6400,512,0,base,117.966,1.0,0,117.966,7,default,1,183.994,1.5597,183.994,1.5597,0.6411,0.6411,19
11526,6400,512,0,base,118.73,1.0,0,118.73,7,default,1,180.139,1.5172,180.139,1.5172,0.6591,0.6591,19
11573,6400,512,0,base,118.698,1.0,0,118.698,7,default,1,180.355,1.5194,180.355,1.5194,0.6581,0.6581,19
11604,6400,512,0,base,118.566,1.0,0,118.566,7,default,1,184.199,1.5536,184.199,1.5536,0.6437,0.6437,19
11877,6400,512,0,base,124.486,1.0,0,124.486,7,default,1,184.963,1.4858,184.963,1.4858,0.673,0.673,19
12108,6400,512,0,base,124.382,1.0,0,124.382,7,default,1,190.246,1.5295,190.246,1.5295,0.6538,0.6538,19
12216,6400,512,0,base,125.841,1.0,0,125.841,7,default,1,190.603,1.5146,190.603,1.5146,0.6602,0.6602,19
12353,6400,512,0,base,123.894,1.0,0,123.894,7,default,1,189.839,1.5323,189.839,1.5323,0.6526,0.6526,19
12358,6400,512,0,base,123.786,1.0,0,123.786,7,default,1,191.498,1.547,191.498,1.547,0.6464,0.6464,19
12665,6400,512,0,base,129.378,1.0,0,129.378,7,default,1,195.387,1.5102,195.387,1.5102,0.6622,0.6622,19
12784,6400,512,0,base,129.93,1.0,0,129.93,7,default,1,198.447,1.5273,198.447,1.5273,0.6547,0.6547,19
12969,6400,512,0,base,130.666,1.0,0,130.666,7,default,1,202.043,1.5463,202.043,1.5463,0.6467,0.6467,19
14352,6400,512,0,base,145.982,1.0,0,145.982,7,default,1,219.027,1.5004,219.027,1.5004,0.6665,0.6665,19
14724,6400,512,0,base,147.894,1.0,0,147.894,7,default,1,227.367,1.5374,227.367,1.5374,0.6505,0.6505,19
16169,6400,512,0,base,159.626,1.0,0,159.626,7,default,1,248.476,1.5566,248.476,1.5566,0.6424,0.6424,19
16336,6400,512,0,base,159.442,1.0,0,159.442,7,default,1,249.548,1.5651,249.548,1.5651,0.6389,0.6389,19
16871,6400,512,0,base,165.118,1.0,0,165.118,7,default,1,258.584,1.5661,258.584,1.5661,0.6385,0.6385,19
16894,6400,512,0,base,165.53,1.0,0,165.53,7,default,1,257.815,1.5575,257.815,1.5575,0.642,0.642,19
18450,6400,512,0,base,182.799,1.0,0,182.799,7,default,1,281.272,1.5387,281.272,1.5387,0.6499,0.6499,19
19052,6400,512,0,base,189.415,1.0,0,189.415,7,default,1,294.624,1.5554,294.624,1.5554,0.6429,0.6429,19
20013,6400,512,0,base,194.958,1.0,0,194.958,7,default,1,301.532,1.5466,301.532,1.5466,0.6466,0.6466,19
20322,6400,512,0,base,200.379,1.0,0,200.379,7,default,1,305.624,1.5252,305.624,1.5252,0.6556,0.6556,19
21165,6400,512,0,base,207.511,1.0,0,207.511,7,default,1,321.965,1.5516,321.965,1.5516,0.6445,0.6445,19
24962,6400,512,0,base,245.672,1.0,0,245.672,7,default,1,375.477,1.5284,375.477,1.5284,0.6543,0.6543,19
26440,6400,512,0,base,255.52,1.0,0,255.52,7,default,1,397.429,1.5554,397.429,1.5554,0.6429,0.6429,19
26704,6400,512,0,base,259.224,1.0,0,259.224,7,default,1,401.47,1.5487,401.47,1.5487,0.6457,0.6457,19
26893,6400,512,0,base,265.708,1.0,0,265.708,7,default,1,399.718,1.5043,399.718,1.5043,0.6647,0.6647,19
27038,6400,512,0,base,264.356,1.0,0,264.356,7,default,1,402.525,1.5227,402.525,1.5227,0.6567,0.6567,19
27129,6400,512,0,base,262.975,1.0,0,262.975,7,default,1,404.018,1.5363,404.018,1.5363,0.6509,0.6509,19
27209,6400,512,0,base,264.776,1.0,0,264.776,7,default,1,406.31,1.5345,406.31,1.5345,0.6517,0.6517,19
27399,6400,512,0,base,267.032,1.0,0,267.032,7,default,1,408.474,1.5297,408.474,1.5297,0.6537,0.6537,19
28476,6400,512,0,base,276.412,1.0,0,276.412,7,default,1,429.798,1.5549,429.798,1.5549,0.6431,0.6431,19
29553,6400,512,0,base,290.28,1.0,0,290.28,7,default,1,440.246,1.5166,440.246,1.5166,0.6594,0.6594,19
29865,6400,512,0,base,288.192,1.0,0,288.192,7,default,1,443.975,1.5406,443.975,1.5406,0.6491,0.6491,19
30490,6400,512,0,base,298.288,1.0,0,298.288,7,default,1,453.651,1.5208,453.651,1.5208,0.6575,0.6575,19
30746,6400,512,0,base,302.605,1.0,0,302.605,7,default,1,457.143,1.5107,457.143,1.5107,0.6619,0.6619,19
30858,6400,512,0,base,300.576,1.0,0,300.576,7,default,1,458.775,1.5263,458.775,1.5263,0.6552,0.6552,19
31398,6400,512,0,base,307.3,1.0,0,307.3,7,default,1,466.819,1.5191,466.819,1.5191,0.6583,0.6583,19
31459,6400,512,0,base,306.325,1.0,0,306.325,7,default,1,466.671,1.5235,466.671,1.5235,0.6564,0.6564,19
32597,6400,512,0,base,315.413,1.0,0,315.413,7,default,1,484.115,1.5349,484.115,1.5349,0.6515,0.6515,19
