M,N,K,o_kid,hint_mode,o_us,o_slow,oracle_kid,oracle_us,prod_kid,prod_lib,prod_is_default,prod_us,prod_slow,default_us,default_slow,o_vs_default,o_vs_prod,n_ok
11399,4608,7168,0,base,640.902,1.0,0,640.902,,cktile,0,,,1985.452,3.0979,0.3228,,19
11441,4608,7168,0,base,630.278,1.0,0,630.278,,cktile,0,,,1984.224,3.1482,0.3176,,19
11500,4608,7168,0,base,643.15,1.0,0,643.15,,cktile,0,,,2000.464,3.1104,0.3215,,19
11519,4608,7168,0,base,643.563,1.0,0,643.563,,cktile,0,,,2001.828,3.1105,0.3215,,19
11767,4608,7168,0,base,649.111,1.0,0,649.111,,cktile,0,,,2038.668,3.1407,0.3184,,19
11838,4608,7168,0,base,672.718,1.0,0,672.718,,cktile,0,,,2066.109,3.0713,0.3256,,19
11971,4608,7168,0,base,683.567,1.0,0,683.567,,cktile,0,,,2082.289,3.0462,0.3283,,19
12042,4608,7168,0,base,684.243,1.0,0,684.243,,cktile,0,,,2081.445,3.042,0.3287,,19
12240,4608,7168,0,base,675.115,1.0,0,675.115,,cktile,0,,,2118.105,3.1374,0.3187,,19
12453,4608,7168,0,base,689.503,1.0,0,689.503,,cktile,0,,,2160.873,3.134,0.3191,,19
12842,4608,7168,0,base,726.819,1.0,0,726.819,,cktile,0,,,2219.866,3.0542,0.3274,,19
13088,4608,7168,0,base,743.339,1.0,0,743.339,,cktile,0,,,2272.355,3.057,0.3271,,19
14586,4608,7168,0,base,833.18,1.0,0,833.18,,cktile,0,,,2524.017,3.0294,0.3301,,19
14823,4608,7168,0,base,847.308,1.0,0,847.308,,cktile,0,,,2563.606,3.0256,0.3305,,19
15227,4608,7168,0,base,919.017,1.0,0,919.017,,cktile,0,,,2621.678,2.8527,0.3505,,19
15519,4608,7168,0,base,885.721,1.0,0,885.721,,cktile,0,,,2676.718,3.0221,0.3309,,19
15810,4608,7168,0,base,899.205,1.0,0,899.205,,cktile,0,,,2740.871,3.0481,0.3281,,19
15869,4608,7168,0,base,891.325,1.0,0,891.325,,cktile,0,,,2729.008,3.0617,0.3266,,19
16283,4608,7168,0,base,895.273,1.0,0,895.273,,cktile,0,,,2826.728,3.1574,0.3167,,19
16925,4608,7168,0,base,942.857,1.0,0,942.857,,cktile,0,,,2925.785,3.1031,0.3223,,19
17121,4608,7168,0,base,963.478,1.0,0,963.478,,cktile,0,,,2962.51,3.0748,0.3252,,19
17211,4608,7168,0,base,947.166,1.0,0,947.166,,cktile,0,,,2981.126,3.1474,0.3177,,19
17228,4608,7168,0,base,986.97,1.0,0,986.97,,cktile,0,,,2988.91,3.0284,0.3302,,19
17763,4608,7168,0,base,1000.942,1.0,0,1000.942,,cktile,0,,,3083.447,3.0805,0.3246,,19
19122,4608,7168,0,base,1085.071,1.0,0,1085.071,,cktile,0,,,3318.086,3.0579,0.327,,19
19148,4608,7168,0,base,1088.039,1.0,0,1088.039,,cktile,0,,,3325.237,3.0562,0.3272,,19
19310,4608,7168,0,base,1091.579,1.0,0,1091.579,,cktile,0,,,3337.146,3.0572,0.3271,,19
20188,4608,7168,0,base,1137.411,1.0,0,1137.411,,cktile,0,,,3502.288,3.0792,0.3248,,19
20456,4608,7168,0,base,1141.136,1.0,0,1141.136,,cktile,0,,,3539.716,3.1019,0.3224,,19
20675,4608,7168,0,base,1160.536,1.0,0,1160.536,,cktile,0,,,3582.288,3.0868,0.324,,19
21304,4608,7168,0,base,1198.496,1.0,0,1198.496,,cktile,0,,,3689.018,3.078,0.3249,,19
21538,4608,7168,0,base,1214.696,1.0,0,1214.696,,cktile,0,,,3739.078,3.0782,0.3249,,19
21754,4608,7168,0,base,1224.756,1.0,0,1224.756,,cktile,0,,,3760.066,3.0701,0.3257,,19
21944,4608,7168,0,base,1229.052,1.0,0,1229.052,,cktile,0,,,3808.091,3.0984,0.3227,,19
22101,4608,7168,0,base,1249.697,1.0,0,1249.697,,cktile,0,,,3834.375,3.0682,0.3259,,19
22282,4608,7168,0,base,1256.073,1.0,0,1256.073,,cktile,0,,,3856.735,3.0705,0.3257,,19
22544,4608,7168,0,base,1260.885,1.0,0,1260.885,,cktile,0,,,3881.655,3.0785,0.3248,,19
22657,4608,7168,0,base,1268.193,1.0,0,1268.193,,cktile,0,,,3928.316,3.0976,0.3228,,19
23036,4608,7168,0,base,1274.069,1.0,0,1274.069,,cktile,0,,,3987.221,3.1295,0.3195,,19
23063,4608,7168,0,base,1287.245,1.0,0,1287.245,,cktile,0,,,3993.889,3.1027,0.3223,,19
23693,4608,7168,0,base,1308.253,1.0,0,1308.253,,cktile,0,,,4113.15,3.144,0.3181,,19
24559,4608,7168,0,base,1347.014,1.0,0,1347.014,,cktile,0,,,4245.099,3.1515,0.3173,,19
25730,4608,7168,0,base,1389.89,1.0,0,1389.89,,cktile,0,,,4462.769,3.2109,0.3114,,19
26493,4608,7168,0,base,1406.806,1.0,0,1406.806,,cktile,0,,,4577.283,3.2537,0.3073,,19
27020,4608,7168,0,base,1452.571,1.0,0,1452.571,,cktile,0,,,4666.016,3.2122,0.3113,,19
27029,4608,7168,0,base,1440.395,1.0,0,1440.395,,cktile,0,,,4679.212,3.2486,0.3078,,19
27237,4608,7168,0,base,1445.131,1.0,0,1445.131,,cktile,0,,,4700.804,3.2529,0.3074,,19
27245,4608,7168,0,base,1447.147,1.0,0,1447.147,,cktile,0,,,4696.952,3.2457,0.3081,,19
27562,4608,7168,0,base,1475.715,1.0,0,1475.715,,cktile,0,,,4754.769,3.222,0.3104,,19
27789,4608,7168,0,base,1470.355,1.0,0,1470.355,,cktile,0,,,4781.813,3.2521,0.3075,,19
27987,4608,7168,0,base,1509.523,1.0,0,1509.523,,cktile,0,,,4827.989,3.1984,0.3127,,19
28198,4608,7168,0,base,1481.511,1.0,0,1481.511,,cktile,0,,,4859.962,3.2804,0.3048,,19
28288,4608,7168,0,base,1439.203,1.0,0,1439.203,,cktile,0,,,4842.046,3.3644,0.2972,,19
28435,4608,7168,0,base,1501.347,1.0,0,1501.347,,cktile,0,,,4901.778,3.2649,0.3063,,19
28488,4608,7168,0,base,1507.063,1.0,0,1507.063,,cktile,0,,,4914.855,3.2612,0.3066,,19
28595,4608,7168,0,base,1497.827,1.0,0,1497.827,,cktile,0,,,4924.307,3.2876,0.3042,,19
29050,4608,7168,0,base,1543.628,1.0,0,1543.628,,cktile,0,,,4991.712,3.2338,0.3092,,19
30400,4608,7168,0,base,1603.317,1.0,0,1603.317,,cktile,0,,,5205.134,3.2465,0.308,,19
30750,4608,7168,0,base,1627.365,1.0,0,1627.365,,cktile,0,,,5299.299,3.2564,0.3071,,19
31214,4608,7168,0,base,1635.853,1.0,0,1635.853,,cktile,0,,,5376.052,3.2864,0.3043,,19
32258,4608,7168,0,base,1690.277,1.0,0,1690.277,,cktile,0,,,5547.702,3.2821,0.3047,,19
32491,4608,7168,0,base,1726.078,1.0,0,1726.078,,cktile,0,,,5593.29,3.2405,0.3086,,19
32611,4608,7168,0,base,1720.99,1.0,0,1720.99,,cktile,0,,,5613.662,3.2619,0.3066,,19
153,7168,256,2,base,inf,,9,15.468,13,ck,0,15.62,1.0098,15.512,1.0028,,,15
185,7168,256,2,base,inf,,6,15.328,13,ck,0,15.676,1.0227,15.952,1.0407,,,15
190,7168,256,2,base,inf,,18,15.464,13,ck,0,15.74,1.0179,16.02,1.036,,,15
331,7168,256,0,base,inf,,18,15.732,13,ck,0,16.532,1.0509,16.172,1.028,,,15
668,7168,256,2,base,inf,,18,18.168,18,ck,0,18.168,1.0,19.732,1.0861,,,15
748,7168,256,2,base,inf,,13,19.344,18,ck,0,19.372,1.0014,20.252,1.0469,,,15
1295,7168,256,2,base,inf,,18,24.384,,cktile,0,,,26.588,1.0904,,,15
2346,7168,256,0,base,inf,,18,32.577,,cktile,0,,,35.585,1.0923,,,15
2599,7168,256,0,base,inf,,18,34.009,,cktile,0,,,38.808,1.1411,,,15
2620,7168,256,0,base,inf,,18,33.832,,cktile,0,,,38.152,1.1277,,,15
2750,7168,256,0,base,inf,,18,35.18,,cktile,0,,,40.284,1.1451,,,15
2888,7168,256,0,base,inf,,18,36.949,,cktile,0,,,41.376,1.1198,,,15
2942,7168,256,14,base,51.68,1.3939,18,37.076,,cktile,0,,,42.072,1.1347,1.2284,,15
2968,7168,256,0,base,inf,,18,37.108,,cktile,0,,,42.3,1.1399,,,15
3155,7168,256,0,base,inf,,18,39.372,,cktile,0,,,44.361,1.1267,,,15
3395,7168,256,0,base,inf,,18,40.577,,cktile,0,,,46.776,1.1528,,,15
3566,7168,256,14,base,57.565,1.3931,18,41.32,,cktile,0,,,47.544,1.1506,1.2108,,15
3585,7168,256,0,base,inf,,18,41.768,,cktile,0,,,48.18,1.1535,,,15
3744,7168,256,0,base,inf,,18,42.952,,cktile,0,,,49.064,1.1423,,,15
3873,7168,256,0,base,inf,,18,43.708,,cktile,0,,,50.1,1.1462,,,15
3988,7168,256,0,base,inf,,18,45.156,,cktile,0,,,50.657,1.1218,,,15
4010,7168,256,0,base,inf,,18,45.528,,cktile,0,,,52.325,1.1493,,,15
4071,7168,256,14,base,58.549,1.2959,18,45.18,,cktile,0,,,52.413,1.1601,1.1171,,15
4197,7168,256,14,base,63.953,1.3622,18,46.948,,cktile,0,,,53.689,1.1436,1.1912,,15
4458,7168,256,14,base,64.397,1.3201,18,48.78,,cktile,0,,,56.097,1.15,1.148,,15
5001,7168,256,0,base,inf,,18,53.089,,cktile,0,,,60.661,1.1426,,,15
5160,7168,256,0,base,inf,,18,53.961,,cktile,0,,,62.725,1.1624,,,15
5197,7168,256,0,base,inf,,18,54.72,,cktile,0,,,62.901,1.1495,,,15
5313,7168,256,0,base,inf,,18,55.477,,cktile,0,,,63.853,1.151,,,15
5360,7168,256,14,base,76.789,1.3911,18,55.201,,cktile,0,,,66.281,1.2007,1.1585,,15
5549,7168,256,0,base,inf,,18,57.217,,cktile,0,,,66.185,1.1567,,,15
5588,7168,256,0,base,inf,,18,57.829,,cktile,0,,,67.173,1.1616,,,15
5767,7168,256,14,base,77.553,1.3237,18,58.589,,cktile,0,,,68.893,1.1759,1.1257,,15
6098,7168,256,0,base,inf,,18,61.525,17,ck,0,79.093,1.2856,72.741,1.1823,,,15
6216,7168,256,0,base,inf,,18,62.521,,cktile,0,,,74.349,1.1892,,,15
6341,7168,256,0,base,inf,,18,63.453,,cktile,0,,,74.517,1.1744,,,15
6474,7168,256,0,base,inf,,18,65.153,,cktile,0,,,77.709,1.1927,,,15
6704,7168,256,0,base,inf,,18,65.897,,cktile,0,,,79.509,1.2066,,,15
6870,7168,256,14,base,89.913,1.3119,18,68.537,,cktile,0,,,83.161,1.2134,1.0812,,15
6997,7168,256,0,base,inf,,18,68.441,,cktile,0,,,82.033,1.1986,,,15
7045,7168,256,0,base,inf,,18,68.605,,cktile,0,,,82.889,1.2082,,,15
7432,7168,256,0,base,inf,,18,72.545,,cktile,0,,,87.177,1.2017,,,15
7696,7168,256,0,base,inf,,18,74.593,,cktile,0,,,89.581,1.2009,,,15
8079,7168,256,0,base,inf,,18,77.389,,cktile,0,,,94.597,1.2224,,,15
8260,7168,256,0,base,inf,,18,78.825,,cktile,0,,,97.681,1.2392,,,15
8421,7168,256,0,base,inf,,18,79.433,,cktile,0,,,98.713,1.2427,,,15
8467,7168,256,0,base,inf,,18,80.405,,cktile,0,,,98.497,1.225,,,15
8842,7168,256,0,base,inf,,18,83.781,,cktile,0,,,103.881,1.2399,,,15
8843,7168,256,0,base,inf,,18,83.104,,cktile,0,,,103.605,1.2467,,,15
9018,7168,256,0,base,inf,,18,83.617,,cktile,0,,,106.061,1.2684,,,15
9120,7168,256,0,base,inf,,18,84.525,,cktile,0,,,106.017,1.2543,,,15
9185,7168,256,0,base,inf,,18,85.061,,cktile,0,,,107.205,1.2603,,,15
9290,7168,256,0,base,inf,,18,86.797,,cktile,0,,,110.849,1.2771,,,15
9658,7168,256,0,base,inf,,18,90.089,,cktile,0,,,114.445,1.2704,,,15
9668,7168,256,0,base,inf,,18,90.185,,cktile,0,,,113.929,1.2633,,,15
9777,7168,256,0,base,inf,,18,89.977,,cktile,0,,,116.193,1.2914,,,15
9843,7168,256,0,base,inf,,18,91.013,,cktile,0,,,114.521,1.2583,,,15
10007,7168,256,0,base,inf,,18,92.445,,cktile,0,,,116.153,1.2565,,,15
10140,7168,256,0,base,inf,,18,93.161,18,ck,0,93.161,1.0,120.257,1.2909,,,15
10511,7168,256,0,base,inf,,18,96.629,,cktile,0,,,122.337,1.2661,,,15
10781,7168,256,0,base,inf,,18,98.789,,cktile,0,,,126.249,1.278,,,15
10860,7168,256,0,base,inf,,18,99.641,,cktile,0,,,126.669,1.2713,,,15
10978,7168,256,0,base,inf,,18,100.549,,cktile,0,,,129.089,1.2838,,,15
11126,7168,256,0,base,inf,,18,101.261,,cktile,0,,,130.634,1.2901,,,15
11153,7168,256,0,base,inf,,18,101.933,,cktile,0,,,131.865,1.2936,,,15
11184,7168,256,0,base,inf,,18,102.177,,cktile,0,,,130.829,1.2804,,,15
11197,7168,256,0,base,inf,,18,101.181,,cktile,0,,,130.029,1.2851,,,15
11259,7168,256,0,base,inf,,18,101.937,,cktile,0,,,131.257,1.2876,,,15
11780,7168,256,0,base,inf,,18,107.017,,cktile,0,,,139.313,1.3018,,,15
11899,7168,256,0,base,inf,,18,107.905,,cktile,0,,,138.749,1.2858,,,15
11957,7168,256,0,base,inf,,18,108.245,,cktile,0,,,138.213,1.2769,,,15
12027,7168,256,0,base,inf,,18,108.433,,cktile,0,,,138.974,1.2817,,,15
12151,7168,256,0,base,inf,,18,109.425,,cktile,0,,,141.885,1.2966,,,15
12283,7168,256,0,base,inf,,18,110.153,,cktile,0,,,142.593,1.2945,,,15
12328,7168,256,0,base,inf,,18,111.297,,cktile,0,,,146.209,1.3137,,,15
12457,7168,256,0,base,inf,,18,111.673,,cktile,0,,,146.626,1.313,,,15
12661,7168,256,0,base,inf,,18,112.733,,cktile,0,,,150.597,1.3359,,,15
12773,7168,256,0,base,inf,,18,114.821,,cktile,0,,,152.666,1.3296,,,15
13294,7168,256,0,base,inf,,18,118.037,,cktile,0,,,156.406,1.3251,,,15
13380,7168,256,0,base,inf,,18,119.941,,cktile,0,,,158.174,1.3188,,,15
13648,7168,256,0,base,inf,,18,121.121,,cktile,0,,,158.942,1.3123,,,15
16323,7168,256,0,base,inf,,18,143.114,,cktile,0,,,189.958,1.3273,,,15
16519,7168,256,0,base,inf,,18,144.53,,cktile,0,,,192.49,1.3318,,,15
16663,7168,256,0,base,inf,,18,145.533,,cktile,0,,,193.478,1.3294,,,15
16964,7168,256,0,base,inf,,18,149.121,,cktile,0,,,195.358,1.3101,,,15
17344,7168,256,0,base,inf,,18,150.43,,cktile,0,,,201.134,1.3371,,,15
17425,7168,256,0,base,inf,,18,152.442,,cktile,0,,,203.694,1.3362,,,15
17519,7168,256,0,base,inf,,18,153.646,,cktile,0,,,203.334,1.3234,,,15
17569,7168,256,0,base,inf,,18,152.318,,cktile,0,,,205.85,1.3515,,,15
17573,7168,256,0,base,inf,,18,153.082,,cktile,0,,,203.026,1.3263,,,15
17989,7168,256,0,base,inf,,18,158.302,,cktile,0,,,208.222,1.3154,,,15
18828,7168,256,0,base,inf,,18,163.83,,cktile,0,,,216.782,1.3232,,,15
19056,7168,256,0,base,inf,,18,167.238,,cktile,0,,,217.43,1.3001,,,15
19716,7168,256,0,base,inf,,18,173.11,,cktile,0,,,229.627,1.3265,,,15
19846,7168,256,0,base,inf,,18,174.158,,cktile,0,,,228.13,1.3099,,,15
19927,7168,256,0,base,inf,,18,172.382,,cktile,0,,,230.462,1.3369,,,15
20801,7168,256,0,base,inf,,18,181.346,,cktile,0,,,239.667,1.3216,,,15
21270,7168,256,0,base,inf,,18,183.846,,cktile,0,,,244.163,1.3281,,,15
21465,7168,256,0,base,inf,,18,184.698,,cktile,0,,,249.411,1.3504,,,15
21469,7168,256,0,base,inf,,18,186.546,,cktile,0,,,246.379,1.3207,,,15
21514,7168,256,0,base,inf,,18,187.998,,cktile,0,,,247.718,1.3177,,,15
21664,7168,256,0,base,inf,,18,186.474,,cktile,0,,,244.059,1.3088,,,15
21698,7168,256,0,base,inf,,18,189.318,,cktile,0,,,250.975,1.3257,,,15
22041,7168,256,0,base,inf,,18,191.078,,cktile,0,,,255.127,1.3352,,,15
22043,7168,256,0,base,inf,,18,190.438,,cktile,0,,,254.475,1.3363,,,15
22108,7168,256,0,base,inf,,18,192.982,,cktile,0,,,255.399,1.3234,,,15
22430,7168,256,0,base,inf,,18,195.29,,cktile,0,,,258.391,1.3231,,,15
22470,7168,256,0,base,inf,,18,195.642,,cktile,0,,,256.675,1.312,,,15
22723,7168,256,0,base,inf,,18,197.242,,cktile,0,,,259.807,1.3172,,,15
23915,7168,256,0,base,inf,,18,207.514,,cktile,0,,,270.767,1.3048,,,15
24218,7168,256,0,base,inf,,18,208.27,,cktile,0,,,274.423,1.3176,,,15
24296,7168,256,0,base,inf,,18,208.17,,cktile,0,,,275.555,1.3237,,,15
24997,7168,256,0,base,inf,,18,214.69,,cktile,0,,,285.411,1.3294,,,15
25714,7168,256,0,base,inf,,18,221.282,,cktile,0,,,292.771,1.3231,,,15
25800,7168,256,0,base,inf,,18,220.422,,cktile,0,,,292.891,1.3288,,,15
27152,7168,256,0,base,inf,,18,238.642,,cktile,0,,,306.407,1.284,,,15
28039,7168,256,0,base,inf,,18,245.13,,cktile,0,,,317.859,1.2967,,,15
28076,7168,256,0,base,inf,,18,242.11,,cktile,0,,,317.692,1.3122,,,15
28276,7168,256,0,base,inf,,18,245.363,,cktile,0,,,320.003,1.3042,,,15
28462,7168,256,0,base,inf,,18,246.826,,cktile,0,,,320.572,1.2988,,,15
28832,7168,256,0,base,inf,,18,251.275,,cktile,0,,,323.232,1.2864,,,15
30414,7168,256,0,base,inf,,18,260.279,,cktile,0,,,342.532,1.316,,,15
30421,7168,256,0,base,inf,,18,262.607,,cktile,0,,,340.152,1.2953,,,15
31884,7168,256,0,base,inf,,18,277.45,,cktile,0,,,359.208,1.2947,,,15
33024,7168,256,0,base,inf,,18,288.075,,cktile,0,,,368.564,1.2794,,,15
217,7168,2304,17,base,55.433,2.3823,2,23.268,18,ck,0,27.104,1.1649,37.196,1.5986,1.4903,2.0452,19
230,7168,2304,17,base,56.533,2.4494,2,23.08,18,ck,0,27.688,1.1997,37.708,1.6338,1.4992,2.0418,19
248,7168,2304,17,base,57.009,2.4144,2,23.612,18,ck,0,27.296,1.156,37.988,1.6088,1.5007,2.0885,19
281,7168,2304,9,base,31.064,1.0947,3,28.376,12,ck,0,30.168,1.0632,37.888,1.3352,0.8199,1.0297,19
293,7168,2304,0,base,28.972,1.0153,3,28.536,18,ck,0,35.865,1.2568,43.088,1.5099,0.6724,0.8078,19
295,7168,2304,0,base,28.812,1.0032,3,28.72,18,ck,0,35.308,1.2294,43.9,1.5285,0.6563,0.816,19
324,7168,2304,0,base,28.644,1.0,0,28.644,18,ck,0,35.66,1.2449,44.833,1.5652,0.6389,0.8033,19
371,7168,2304,0,base,29.792,1.031,3,28.896,0,ck,0,29.792,1.031,49.977,1.7295,0.5961,1.0,19
375,7168,2304,0,base,30.3,1.0273,3,29.496,0,ck,0,30.3,1.0273,50.192,1.7016,0.6037,1.0,19
884,7168,2304,0,base,42.701,1.0,0,42.701,0,ck,0,42.701,1.0,95.141,2.2281,0.4488,1.0,19
1681,7168,2304,14,base,84.413,1.296,2,65.133,0,ck,0,70.397,1.0808,169.01,2.5948,0.4995,1.1991,19
1755,7168,2304,0,base,71.229,1.0,0,71.229,0,ck,0,71.229,1.0,174.358,2.4479,0.4085,1.0,19
1782,7168,2304,0,base,71.633,1.0,0,71.633,0,ck,0,71.633,1.0,173.526,2.4224,0.4128,1.0,19
1929,7168,2304,0,base,72.273,1.0,0,72.273,0,ck,0,72.273,1.0,191.842,2.6544,0.3767,1.0,19
1935,7168,2304,0,base,71.637,1.0,0,71.637,0,ck,0,71.637,1.0,189.962,2.6517,0.3771,1.0,19
1939,7168,2304,0,base,71.469,1.0,0,71.469,0,ck,0,71.469,1.0,194.082,2.7156,0.3682,1.0,19
1956,7168,2304,0,base,71.485,1.0,0,71.485,0,ck,0,71.485,1.0,193.066,2.7008,0.3703,1.0,19
2150,7168,2304,0,base,71.789,1.0,0,71.789,0,ck,0,71.789,1.0,200.47,2.7925,0.3581,1.0,19
2321,7168,2304,0,base,86.085,1.0,0,86.085,0,ck,0,86.085,1.0,229.366,2.6644,0.3753,1.0,19
2458,7168,2304,0,base,86.945,1.0,0,86.945,0,ck,0,86.945,1.0,233.182,2.682,0.3729,1.0,19
2474,7168,2304,0,base,86.221,1.0,0,86.221,0,ck,0,86.221,1.0,237.406,2.7535,0.3632,1.0,19
2575,7168,2304,0,base,87.709,1.0,0,87.709,0,ck,0,87.709,1.0,247.315,2.8197,0.3546,1.0,19
2756,7168,2304,0,base,88.425,1.0,0,88.425,0,ck,0,88.425,1.0,268.075,3.0317,0.3299,1.0,19
2778,7168,2304,0,base,87.685,1.0,0,87.685,0,ck,0,87.685,1.0,268.743,3.0649,0.3263,1.0,19
2985,7168,2304,0,base,100.837,1.0,0,100.837,0,ck,0,100.837,1.0,285.839,2.8347,0.3528,1.0,19
3023,7168,2304,0,base,101.633,1.0,0,101.633,0,ck,0,101.633,1.0,292.115,2.8742,0.3479,1.0,19
3048,7168,2304,0,base,101.965,1.0,0,101.965,0,ck,0,101.965,1.0,290.491,2.8489,0.351,1.0,19
3067,7168,2304,0,base,102.293,1.0,0,102.293,0,ck,0,102.293,1.0,289.123,2.8264,0.3538,1.0,19
3104,7168,2304,0,base,101.073,1.0,0,101.073,0,ck,0,101.073,1.0,297.455,2.943,0.3398,1.0,19
3214,7168,2304,0,base,102.925,1.0,0,102.925,0,ck,0,102.925,1.0,301.355,2.9279,0.3415,1.0,19
3405,7168,2304,0,base,103.017,1.0,0,103.017,0,ck,0,103.017,1.0,321.36,3.1195,0.3206,1.0,19
3549,7168,2304,0,base,117.037,1.0,0,117.037,0,ck,0,117.037,1.0,337.568,2.8843,0.3467,1.0,19
3556,7168,2304,0,base,116.769,1.0,0,116.769,0,ck,0,116.769,1.0,333.735,2.8581,0.3499,1.0,19
3792,7168,2304,0,base,118.309,1.0,0,118.309,0,ck,0,118.309,1.0,360.232,3.0448,0.3284,1.0,19
3891,7168,2304,0,base,119.333,1.0,0,119.333,0,ck,0,119.333,1.0,371.4,3.1123,0.3213,1.0,19
4001,7168,2304,0,base,120.129,1.0,0,120.129,0,ck,0,120.129,1.0,377.02,3.1385,0.3186,1.0,19
4137,7168,2304,0,base,133.669,1.0,0,133.669,0,ck,0,133.669,1.0,387.544,2.8993,0.3449,1.0,19
4163,7168,2304,0,base,134.042,1.0,0,134.042,0,ck,0,134.042,1.0,390.148,2.9107,0.3436,1.0,19
4245,7168,2304,0,base,133.349,1.0,0,133.349,0,ck,0,133.349,1.0,398.28,2.9867,0.3348,1.0,19
4883,7168,2304,0,base,147.149,1.0,0,147.149,0,ck,0,147.149,1.0,457.257,3.1074,0.3218,1.0,19
4966,7168,2304,0,base,148.317,1.0,0,148.317,0,ck,0,148.317,1.0,465.705,3.1399,0.3185,1.0,19
4973,7168,2304,0,base,148.726,1.0,0,148.726,0,ck,0,148.726,1.0,469.429,3.1563,0.3168,1.0,19
5146,7168,2304,0,base,150.986,1.0,0,150.986,0,ck,0,150.986,1.0,481.393,3.1883,0.3136,1.0,19
5167,7168,2304,0,base,148.673,1.0,0,148.673,0,ck,0,148.673,1.0,484.889,3.2614,0.3066,1.0,19
5464,7168,2304,0,base,161.618,1.0,0,161.618,0,ck,0,161.618,1.0,510.409,3.1581,0.3166,1.0,19
5482,7168,2304,0,base,162.19,1.0,0,162.19,0,ck,0,162.19,1.0,516.269,3.1831,0.3142,1.0,19
5867,7168,2304,0,base,176.106,1.0,0,176.106,0,ck,0,176.106,1.0,548.122,3.1125,0.3213,1.0,19
6000,7168,2304,0,base,177.049,1.0,0,177.049,0,ck,0,177.049,1.0,564.618,3.189,0.3136,1.0,19
6341,7168,2304,0,base,178.849,1.0,0,178.849,0,ck,0,178.849,1.0,589.062,3.2936,0.3036,1.0,19
6399,7168,2304,0,base,183.61,1.0,0,183.61,0,ck,0,183.61,1.0,596.382,3.2481,0.3079,1.0,19
7429,7168,2304,0,base,211.198,1.0,0,211.198,0,ck,0,211.198,1.0,683.311,3.2354,0.3091,1.0,19
7603,7168,2304,0,base,228.358,1.0,0,228.358,0,ck,0,228.358,1.0,702.483,3.0762,0.3251,1.0,19
7899,7168,2304,0,base,223.742,1.0,0,223.742,0,ck,0,223.742,1.0,726.968,3.2491,0.3078,1.0,19
7906,7168,2304,0,base,228.874,1.0,0,228.874,0,ck,0,228.874,1.0,728.587,3.1834,0.3141,1.0,19
7930,7168,2304,0,base,221.791,1.0,0,221.791,0,ck,0,221.791,1.0,728.527,3.2848,0.3044,1.0,19
8133,7168,2304,0,base,223.206,1.0,0,223.206,0,ck,0,223.206,1.0,747.26,3.3478,0.2987,1.0,19
8366,7168,2304,0,base,240.811,1.0,0,240.811,0,ck,0,240.811,1.0,769.056,3.1936,0.3131,1.0,19
8392,7168,2304,0,base,241.543,1.0,0,241.543,0,ck,0,241.543,1.0,772.616,3.1987,0.3126,1.0,19
8948,7168,2304,0,base,255.779,1.0,0,255.779,0,ck,0,255.779,1.0,822.797,3.2168,0.3109,1.0,19
8973,7168,2304,0,base,263.587,1.0,0,263.587,0,ck,0,263.587,1.0,823.249,3.1233,0.3202,1.0,19
9020,7168,2304,0,base,267.827,1.0,0,267.827,0,ck,0,267.827,1.0,828.989,3.0952,0.3231,1.0,19
9052,7168,2304,0,base,267.931,1.0,0,267.931,0,ck,0,267.931,1.0,829.377,3.0955,0.3231,1.0,19
9182,7168,2304,0,base,264.963,1.0,0,264.963,0,ck,0,264.963,1.0,840.749,3.1731,0.3152,1.0,19
9237,7168,2304,0,base,260.235,1.0,0,260.235,0,ck,0,260.235,1.0,845.397,3.2486,0.3078,1.0,19
9412,7168,2304,0,base,277.655,1.0,0,277.655,0,ck,0,277.655,1.0,861.005,3.101,0.3225,1.0,19
9539,7168,2304,0,base,277.455,1.0,0,277.455,0,ck,0,277.455,1.0,873.317,3.1476,0.3177,1.0,19
9547,7168,2304,0,base,281.723,1.0,0,281.723,0,ck,0,281.723,1.0,872.281,3.0962,0.323,1.0,19
9559,7168,2304,0,base,285.443,1.0,0,285.443,0,ck,0,285.443,1.0,873.757,3.0611,0.3267,1.0,19
9593,7168,2304,0,base,276.107,1.0,0,276.107,0,ck,0,276.107,1.0,877.489,3.1781,0.3147,1.0,19
9778,7168,2304,0,base,290.391,1.0,0,290.391,0,ck,0,290.391,1.0,893.185,3.0758,0.3251,1.0,19
9801,7168,2304,0,base,289.463,1.0,0,289.463,0,ck,0,289.463,1.0,894.977,3.0919,0.3234,1.0,19
9828,7168,2304,0,base,280.327,1.0,0,280.327,0,ck,0,280.327,1.0,903.509,3.2231,0.3103,1.0,19
9831,7168,2304,0,base,283.691,1.0,0,283.691,0,ck,0,283.691,1.0,901.442,3.1775,0.3147,1.0,19
9886,7168,2304,0,base,293.343,1.0,0,293.343,0,ck,0,293.343,1.0,902.957,3.0782,0.3249,1.0,19
10043,7168,2304,0,base,296.271,1.0,0,296.271,0,ck,0,296.271,1.0,917.034,3.0953,0.3231,1.0,19
10144,7168,2304,0,base,299.635,1.0,0,299.635,0,ck,0,299.635,1.0,933.546,3.1156,0.321,1.0,19
10225,7168,2304,0,base,299.183,1.0,0,299.183,0,ck,0,299.183,1.0,931.878,3.1147,0.3211,1.0,19
