M,N,K,o_kid,hint_mode,o_us,o_rank,o_slow,oracle_kid,oracle_us,csv_kid,csv_us,csv_slow,default_us,default_slow,n_ok
10270,3072,6144,0,base,338.204,1,1.0,0,338.204,0,338.204,1.0,1027.421,3.0379,19
10270,8192,3072,0,base,463.234,1,1.0,0,463.234,0,463.234,1.0,1339.745,2.8922,19
10271,3072,6144,0,base,333.656,1,1.0,0,333.656,0,333.656,1.0,1027.609,3.0798,19
10271,8192,3072,0,base,473.402,1,1.0,0,473.402,0,473.402,1.0,1333.368,2.8166,19
10272,3072,3072,0,base,169.634,1,1.0,0,169.634,0,169.634,1.0,510.53,3.0096,19
10272,3072,6144,0,base,342.756,1,1.0,0,342.756,0,342.756,1.0,1020.913,2.9785,19
10272,4096,3072,0,base,239.575,1,1.0,0,239.575,0,239.575,1.0,675.409,2.8192,19
10272,8192,3072,0,base,469.498,1,1.0,0,469.498,0,469.498,1.0,1336.324,2.8463,19
10274,3072,3072,0,base,175.634,1,1.0,0,175.634,0,175.634,1.0,516.566,2.9411,19
10274,4096,3072,0,base,226.803,1,1.0,0,226.803,0,226.803,1.0,674.629,2.9745,19
10276,3072,3072,0,base,173.082,1,1.0,0,173.082,0,173.082,1.0,517.658,2.9908,19
10276,4096,3072,0,base,237.135,1,1.0,0,237.135,0,237.135,1.0,677.801,2.8583,19
10277,3072,3072,0,base,173.658,1,1.0,0,173.658,0,173.658,1.0,522.651,3.0097,19
10277,4096,3072,0,base,232.967,1,1.0,0,232.967,0,232.967,1.0,676.861,2.9054,19
10278,3072,3072,0,base,175.046,1,1.0,0,175.046,0,175.046,1.0,520.559,2.9738,19
10278,4096,3072,0,base,227.498,1,1.0,0,227.498,0,227.498,1.0,677.02,2.9759,19
10279,3072,3072,0,base,170.642,1,1.0,0,170.642,0,170.642,1.0,516.49,3.0267,19
10279,4096,3072,0,base,234.811,1,1.0,0,234.811,0,234.811,1.0,677.761,2.8864,19
10281,3072,3072,0,base,170.822,1,1.0,0,170.822,0,170.822,1.0,516.078,3.0211,19
10281,4096,3072,0,base,230.875,1,1.0,0,230.875,0,230.875,1.0,675.473,2.9257,19
10282,3072,3072,0,base,172.942,1,1.0,0,172.942,0,172.942,1.0,513.582,2.9697,19
10282,4096,3072,0,base,230.367,1,1.0,0,230.367,0,230.367,1.0,678.032,2.9433,19
10283,3072,3072,0,base,170.818,1,1.0,0,170.818,0,170.818,1.0,516.598,3.0243,19
10283,3072,6144,0,base,340.868,1,1.0,0,340.868,0,340.868,1.0,1029.049,3.0189,19
10283,4096,3072,0,base,235.927,1,1.0,0,235.927,0,235.927,1.0,674.632,2.8595,19
10283,8192,3072,0,base,462.714,1,1.0,0,462.714,0,462.714,1.0,1354.085,2.9264,19
10284,3072,3072,0,base,174.902,1,1.0,0,174.902,0,174.902,1.0,517.367,2.958,19
10284,4096,3072,0,base,231.799,1,1.0,0,231.799,0,231.799,1.0,676.372,2.9179,19
10285,3072,3072,0,base,172.338,1,1.0,0,172.338,0,172.338,1.0,515.802,2.993,19
10285,4096,3072,0,base,227.107,1,1.0,0,227.107,0,227.107,1.0,676.781,2.98,19
10286,3072,3072,0,base,171.222,1,1.0,0,171.222,0,171.222,1.0,512.57,2.9936,19
10286,4096,3072,0,base,229.275,1,1.0,0,229.275,0,229.275,1.0,675.993,2.9484,19
10287,3072,3072,0,base,173.67,1,1.0,0,173.67,0,173.67,1.0,516.41,2.9735,19
10287,4096,3072,0,base,232.787,1,1.0,0,232.787,0,232.787,1.0,679.109,2.9173,19
10288,3072,3072,0,base,173.878,1,1.0,0,173.878,0,173.878,1.0,512.33,2.9465,19
10288,4096,3072,0,base,227.683,1,1.0,0,227.683,0,227.683,1.0,678.965,2.9821,19
10291,3072,3072,0,base,169.698,1,1.0,0,169.698,0,169.698,1.0,515.295,3.0365,19
10291,4096,3072,0,base,226.358,1,1.0,0,226.358,0,226.358,1.0,677.805,2.9944,19
10294,3072,3072,0,base,175.69,1,1.0,0,175.69,0,175.69,1.0,512.246,2.9156,19
10294,4096,3072,0,base,228.887,1,1.0,0,228.887,0,228.887,1.0,675.304,2.9504,19
10296,3072,3072,0,base,174.514,1,1.0,0,174.514,0,174.514,1.0,514.578,2.9486,19
10296,4096,3072,0,base,229.951,1,1.0,0,229.951,0,229.951,1.0,676.381,2.9414,19
10297,3072,3072,0,base,171.458,1,1.0,0,171.458,0,171.458,1.0,512.543,2.9893,19
10297,4096,3072,0,base,232.055,1,1.0,0,232.055,0,232.055,1.0,675.965,2.9129,19
10298,3072,3072,0,base,169.894,1,1.0,0,169.894,0,169.894,1.0,512.774,3.0182,19
10298,4096,3072,0,base,236.463,1,1.0,0,236.463,0,236.463,1.0,677.765,2.8663,19
10299,3072,3072,0,base,171.734,1,1.0,0,171.734,0,171.734,1.0,512.563,2.9846,19
10299,4096,3072,0,base,230.307,1,1.0,0,230.307,0,230.307,1.0,677.197,2.9404,19
10300,3072,3072,0,base,173.426,1,1.0,0,173.426,0,173.426,1.0,515.475,2.9723,19
10300,4096,3072,0,base,226.391,1,1.0,0,226.391,0,226.391,1.0,675.564,2.9841,19
10301,3072,3072,0,base,175.134,1,1.0,0,175.134,0,175.134,1.0,518.343,2.9597,19
10301,4096,3072,0,base,234.671,1,1.0,0,234.671,0,234.671,1.0,677.297,2.8862,19
10302,3072,3072,0,base,171.682,1,1.0,0,171.682,0,171.682,1.0,517.395,3.0137,19
10302,4096,3072,0,base,230.151,1,1.0,0,230.151,0,230.151,1.0,675.745,2.9361,19
10303,3072,3072,0,base,169.938,1,1.0,0,169.938,0,169.938,1.0,518.086,3.0487,19
10303,4096,3072,0,base,231.755,1,1.0,0,231.755,0,231.755,1.0,677.684,2.9241,19
10304,3072,3072,0,base,169.962,1,1.0,0,169.962,0,169.962,1.0,521.839,3.0703,19
10304,4096,3072,0,base,236.939,1,1.0,0,236.939,0,236.939,1.0,676.328,2.8544,19
10305,3072,3072,0,base,174.694,1,1.0,0,174.694,0,174.694,1.0,517.059,2.9598,19
10305,4096,3072,0,base,234.547,1,1.0,0,234.547,0,234.547,1.0,677.52,2.8886,19
10309,3072,3072,0,base,170.922,1,1.0,0,170.922,0,170.922,1.0,513.438,3.0039,19
10309,4096,3072,0,base,229.575,1,1.0,0,229.575,0,229.575,1.0,677.009,2.949,19
10310,3072,3072,0,base,174.254,1,1.0,0,174.254,0,174.254,1.0,520.083,2.9846,19
10310,4096,3072,0,base,234.927,1,1.0,0,234.927,0,234.927,1.0,678.861,2.8897,19
10311,3072,3072,0,base,174.09,1,1.0,0,174.09,0,174.09,1.0,516.175,2.965,19
10311,4096,3072,0,base,236.647,1,1.0,0,236.647,0,236.647,1.0,678.72,2.8681,19
10312,3072,3072,0,base,170.954,1,1.0,0,170.954,0,170.954,1.0,512.611,2.9985,19
10312,4096,3072,0,base,234.363,1,1.0,0,234.363,0,234.363,1.0,678.025,2.8931,19
10316,3072,3072,0,base,174.586,1,1.0,0,174.586,0,174.586,1.0,516.822,2.9603,19
10316,4096,3072,0,base,236.935,1,1.0,0,236.935,0,236.935,1.0,676.072,2.8534,19
10318,3072,3072,0,base,174.034,1,1.0,0,174.034,0,174.034,1.0,523.467,3.0078,19
10318,4096,3072,0,base,229.087,1,1.0,0,229.087,0,229.087,1.0,676.544,2.9532,19
10320,3072,3072,0,base,174.278,1,1.0,0,174.278,0,174.278,1.0,513.651,2.9473,19
10320,4096,3072,0,base,229.775,1,1.0,0,229.775,0,229.775,1.0,677.084,2.9467,19
10321,3072,3072,0,base,175.342,1,1.0,0,175.342,0,175.342,1.0,520.195,2.9667,19
10321,4096,3072,0,base,228.947,1,1.0,0,228.947,0,228.947,1.0,675.745,2.9515,19
10322,3072,3072,0,base,176.414,1,1.0,0,176.414,0,176.414,1.0,514.894,2.9187,19
10322,4096,3072,0,base,234.423,1,1.0,0,234.423,0,234.423,1.0,679.348,2.898,19
10323,3072,3072,0,base,168.986,1,1.0,0,168.986,0,168.986,1.0,513.118,3.0365,19
10323,4096,3072,0,base,235.871,1,1.0,0,235.871,0,235.871,1.0,679.12,2.8792,19
10328,3072,3072,0,base,174.358,1,1.0,0,174.358,0,174.358,1.0,513.794,2.9468,19
10328,4096,3072,0,base,233.511,1,1.0,0,233.511,0,233.511,1.0,676.589,2.8975,19
10330,2048,3072,0,base,130.99,1,1.0,0,130.99,0,130.99,1.0,350.048,2.6723,19
10331,3072,3072,0,base,168.854,1,1.0,0,168.854,0,168.854,1.0,513.914,3.0435,19
10331,4096,3072,0,base,230.451,1,1.0,0,230.451,0,230.451,1.0,679.08,2.9467,19
10332,2048,3072,0,base,129.546,1,1.0,0,129.546,0,129.546,1.0,353.508,2.7288,19
10332,3072,3072,0,base,176.866,1,1.0,0,176.866,0,176.866,1.0,514.063,2.9065,19
10332,4096,3072,0,base,230.687,1,1.0,0,230.687,0,230.687,1.0,677.241,2.9358,19
10333,3072,3072,0,base,170.582,1,1.0,0,170.582,0,170.582,1.0,514.742,3.0176,19
10333,4096,3072,0,base,231.879,1,1.0,0,231.879,0,231.879,1.0,678.185,2.9247,19
10334,3072,3072,0,base,168.506,1,1.0,0,168.506,0,168.506,1.0,513.543,3.0476,19
10334,4096,3072,0,base,236.755,1,1.0,0,236.755,0,236.755,1.0,678.285,2.8649,19
10335,3072,3072,0,base,174.338,1,1.0,0,174.338,0,174.338,1.0,513.286,2.9442,19
10335,4096,3072,0,base,229.731,1,1.0,0,229.731,0,229.731,1.0,679.849,2.9593,19
10336,3072,3072,0,base,169.882,1,1.0,0,169.882,0,169.882,1.0,516.639,3.0412,19
10336,4096,3072,0,base,230.459,1,1.0,0,230.459,0,230.459,1.0,679.981,2.9506,19
10337,3072,3072,0,base,172.678,1,1.0,0,172.678,0,172.678,1.0,515.454,2.9851,19
10337,4096,3072,0,base,228.871,1,1.0,0,228.871,0,228.871,1.0,677.849,2.9617,19
10338,3072,3072,0,base,173.97,1,1.0,0,173.97,0,173.97,1.0,514.338,2.9565,19
10338,4096,3072,0,base,230.651,1,1.0,0,230.651,0,230.651,1.0,677.253,2.9363,19
10339,3072,3072,0,base,174.814,1,1.0,0,174.814,0,174.814,1.0,517.674,2.9613,19
10339,4096,3072,0,base,227.307,1,1.0,0,227.307,0,227.307,1.0,678.041,2.9829,19
10347,3072,3072,0,base,174.166,1,1.0,0,174.166,0,174.166,1.0,518.03,2.9743,19
10347,4096,3072,0,base,225.987,1,1.0,0,225.987,0,225.987,1.0,678.157,3.0009,19
10349,2048,3072,0,base,129.518,1,1.0,0,129.518,0,129.518,1.0,360.505,2.7834,19
10349,3072,3072,0,base,171.146,1,1.0,0,171.146,0,171.146,1.0,524.051,3.062,19
10349,4096,3072,0,base,230.251,1,1.0,0,230.251,0,230.251,1.0,678.776,2.948,19
10350,3072,3072,0,base,174.01,1,1.0,0,174.01,0,174.01,1.0,514.031,2.954,19
10350,4096,3072,0,base,232.051,1,1.0,0,232.051,0,232.051,1.0,679.441,2.928,19
10351,2048,3072,0,base,129.822,1,1.0,0,129.822,0,129.822,1.0,359.801,2.7715,19
10352,3072,3072,0,base,168.622,1,1.0,0,168.622,0,168.622,1.0,515.774,3.0588,19
10352,4096,3072,0,base,229.347,1,1.0,0,229.347,0,229.347,1.0,678.721,2.9594,19
10353,3072,3072,0,base,173.662,1,1.0,0,173.662,0,173.662,1.0,514.866,2.9648,19
10353,4096,3072,0,base,226.583,1,1.0,0,226.583,0,226.583,1.0,678.057,2.9925,19
10357,2048,3072,0,base,130.51,1,1.0,0,130.51,0,130.51,1.0,360.901,2.7653,19
10357,3072,3072,0,base,175.974,1,1.0,0,175.974,0,175.974,1.0,517.202,2.9391,19
10357,4096,3072,0,base,235.459,1,1.0,0,235.459,0,235.459,1.0,676.957,2.8751,19
10358,3072,3072,0,base,172.438,1,1.0,0,172.438,0,172.438,1.0,514.094,2.9813,19
10358,4096,3072,0,base,227.555,1,1.0,0,227.555,0,227.555,1.0,678.721,2.9827,19
10359,2048,3072,0,base,130.014,1,1.0,0,130.014,0,130.014,1.0,356.888,2.745,19
10359,3072,3072,0,base,172.938,1,1.0,0,172.938,0,172.938,1.0,514.914,2.9774,19
10359,4096,3072,0,base,236.491,1,1.0,0,236.491,0,236.491,1.0,677.696,2.8656,19
10360,2048,3072,0,base,130.758,1,1.0,0,130.758,0,130.758,1.0,359.148,2.7467,19
10360,3072,3072,0,base,172.91,1,1.0,0,172.91,0,172.91,1.0,514.174,2.9736,19
10360,4096,3072,0,base,229.375,1,1.0,0,229.375,0,229.375,1.0,677.16,2.9522,19
10361,3072,3072,0,base,169.99,1,1.0,0,169.99,0,169.99,1.0,515.399,3.0319,19
10361,4096,3072,0,base,229.503,1,1.0,0,229.503,0,229.503,1.0,676.881,2.9493,19
10364,2048,3072,0,base,131.022,1,1.0,0,131.022,0,131.022,1.0,360.253,2.7496,19
10364,3072,3072,0,base,170.442,1,1.0,0,170.442,0,170.442,1.0,524.443,3.077,19
10364,4096,3072,0,base,233.579,1,1.0,0,233.579,0,233.579,1.0,677.757,2.9016,19
10365,3072,3072,0,base,172.514,1,1.0,0,172.514,0,172.514,1.0,514.095,2.98,19
10365,4096,3072,0,base,229.923,1,1.0,0,229.923,0,229.923,1.0,680.785,2.9609,19
10368,2048,3072,0,base,128.606,1,1.0,0,128.606,0,128.606,1.0,358.069,2.7842,19
10368,3072,3072,0,base,165.082,1,1.0,0,165.082,0,165.082,1.0,514.631,3.1174,19
10368,3072,6144,0,base,331.544,1,1.0,0,331.544,0,331.544,1.0,1022.037,3.0827,19
10368,4096,3072,0,base,225.051,1,1.0,0,225.051,0,225.051,1.0,676.329,3.0052,19
10368,8192,3072,0,base,464.542,1,1.0,0,464.542,0,464.542,1.0,1349.265,2.9045,19
10370,3072,3072,0,base,169.474,1,1.0,0,169.474,0,169.474,1.0,514.746,3.0373,19
10370,4096,3072,0,base,238.723,1,1.0,0,238.723,0,238.723,1.0,687.777,2.8811,19
10373,3072,3072,0,base,172.382,1,1.0,0,172.382,0,172.382,1.0,518.139,3.0058,19
10373,4096,3072,0,base,234.171,1,1.0,0,234.171,0,234.171,1.0,684.229,2.9219,19
10376,2048,3072,0,base,130.694,1,1.0,0,130.694,0,130.694,1.0,357.669,2.7367,19
10379,3072,3072,0,base,172.614,1,1.0,0,172.614,0,172.614,1.0,516.923,2.9947,19
10379,4096,3072,0,base,230.279,1,1.0,0,230.279,0,230.279,1.0,685.097,2.9751,19
10381,2048,3072,0,base,129.846,1,1.0,0,129.846,0,129.846,1.0,361.272,2.7823,19
10382,2048,3072,0,base,130.654,1,1.0,0,130.654,0,130.654,1.0,362.224,2.7724,19
10382,3072,3072,0,base,169.662,1,1.0,0,169.662,0,169.662,1.0,519.315,3.0609,19
10382,4096,3072,0,base,235.835,1,1.0,0,235.835,0,235.835,1.0,684.817,2.9038,19
10383,2048,3072,0,base,130.314,1,1.0,0,130.314,0,130.314,1.0,361.897,2.7771,19
10384,3072,3072,0,base,168.166,1,1.0,0,168.166,0,168.166,1.0,518.066,3.0807,19
10384,4096,3072,0,base,230.151,1,1.0,0,230.151,0,230.151,1.0,685.112,2.9768,19
10385,2048,3072,0,base,128.882,1,1.0,0,128.882,0,128.882,1.0,357.284,2.7722,19
10386,2048,3072,0,base,128.598,1,1.0,0,128.598,0,128.598,1.0,363.069,2.8233,19
10386,3072,3072,0,base,171.582,1,1.0,0,171.582,0,171.582,1.0,514.658,2.9995,19
10386,4096,3072,0,base,233.475,1,1.0,0,233.475,0,233.475,1.0,685.797,2.9373,19
10389,2048,3072,0,base,130.054,1,1.0,0,130.054,0,130.054,1.0,360.321,2.7706,19
10389,3072,3072,0,base,173.506,1,1.0,0,173.506,0,173.506,1.0,513.614,2.9602,19
10389,4096,3072,0,base,228.899,1,1.0,0,228.899,0,228.899,1.0,686.528,2.9993,19
10390,2048,3072,0,base,130.55,1,1.0,0,130.55,0,130.55,1.0,361.064,2.7657,19
10391,3072,3072,0,base,174.962,1,1.0,0,174.962,0,174.962,1.0,514.555,2.9409,19
10391,4096,3072,0,base,233.143,1,1.0,0,233.143,0,233.143,1.0,686.109,2.9429,19
10392,2048,3072,0,base,129.342,1,1.0,0,129.342,0,129.342,1.0,363.42,2.8098,19
10392,3072,3072,0,base,169.054,1,1.0,0,169.054,0,169.054,1.0,512.343,3.0306,19
10392,4096,3072,0,base,228.067,1,1.0,0,228.067,0,228.067,1.0,684.949,3.0033,19
10393,3072,3072,0,base,172.258,1,1.0,0,172.258,0,172.258,1.0,515.579,2.9931,19
10393,4096,3072,0,base,227.315,1,1.0,0,227.315,0,227.315,1.0,686.377,3.0195,19
10394,3072,3072,0,base,173.098,1,1.0,0,173.098,0,173.098,1.0,518.311,2.9943,19
10394,4096,3072,0,base,227.374,1,1.0,0,227.374,0,227.374,1.0,687.292,3.0227,19
10396,3072,6144,0,base,334.136,1,1.0,0,334.136,0,334.136,1.0,1029.789,3.0819,19
10396,8192,3072,0,base,461.178,1,1.0,0,461.178,0,461.178,1.0,1360.549,2.9502,19
10397,3072,6144,0,base,339.904,1,1.0,0,339.904,0,339.904,1.0,1033.273,3.0399,19
10397,8192,3072,0,base,469.45,1,1.0,0,469.45,0,469.45,1.0,1356.665,2.8899,19
10398,3072,6144,0,base,332.828,1,1.0,0,332.828,0,332.828,1.0,1033.205,3.1043,19
10398,8192,3072,0,base,468.214,1,1.0,0,468.214,0,468.214,1.0,1359.189,2.9029,19
10399,3072,6144,0,base,328.48,1,1.0,0,328.48,0,328.48,1.0,1030.005,3.1357,19
10399,8192,3072,0,base,473.386,1,1.0,0,473.386,0,473.386,1.0,1362.677,2.8786,19
10400,3072,6144,0,base,325.708,1,1.0,0,325.708,0,325.708,1.0,1026.353,3.1511,19
10400,8192,3072,0,base,469.962,1,1.0,0,469.962,0,469.962,1.0,1360.381,2.8947,19
10401,2048,3072,0,base,129.994,1,1.0,0,129.994,0,129.994,1.0,357.084,2.7469,19
10401,3072,3072,0,base,172.33,1,1.0,0,172.33,0,172.33,1.0,525.159,3.0474,19
10401,3072,6144,0,base,334.8,1,1.0,0,334.8,0,334.8,1.0,1045.905,3.124,19
10401,4096,3072,0,base,236.791,1,1.0,0,236.791,0,236.791,1.0,685.553,2.8952,19
10401,8192,3072,0,base,474.082,1,1.0,0,474.082,0,474.082,1.0,1360.769,2.8703,19
10402,2048,3072,0,base,131.77,1,1.0,0,131.77,0,131.77,1.0,362.049,2.7476,19
10403,2048,3072,0,base,129.218,1,1.0,0,129.218,0,129.218,1.0,359.701,2.7837,19
10404,3072,3072,0,base,174.754,1,1.0,0,174.754,0,174.754,1.0,524.887,3.0036,19
10404,4096,3072,0,base,237.811,1,1.0,0,237.811,0,237.811,1.0,683.265,2.8731,19
10406,2048,3072,0,base,131.894,1,1.0,0,131.894,0,131.894,1.0,364.917,2.7667,19
10407,2048,3072,0,base,128.154,1,1.0,0,128.154,0,128.154,1.0,361.152,2.8181,19
10408,2048,3072,0,base,129.742,1,1.0,0,129.742,0,129.742,1.0,364.377,2.8085,19
10408,3072,3072,0,base,171.462,1,1.0,0,171.462,0,171.462,1.0,526.251,3.0692,19
10408,4096,3072,0,base,238.775,1,1.0,0,238.775,0,238.775,1.0,684.168,2.8653,19
10409,2048,3072,0,base,131.302,1,1.0,0,131.302,0,131.302,1.0,360.289,2.744,19
10409,3072,6144,0,base,338.568,1,1.0,0,338.568,0,338.568,1.0,1042.841,3.0802,19
10409,8192,3072,0,base,472.706,1,1.0,0,472.706,0,472.706,1.0,1362.693,2.8827,19
10410,2048,3072,0,base,131.341,1,1.0,0,131.341,0,131.341,1.0,359.285,2.7355,19
10410,3072,3072,0,base,171.674,1,1.0,0,171.674,0,171.674,1.0,529.475,3.0842,19
10410,4096,3072,0,base,229.191,1,1.0,0,229.191,0,229.191,1.0,688.601,3.0045,19
10411,3072,6144,0,base,324.244,1,1.0,0,324.244,0,324.244,1.0,1044.809,3.2223,19
10411,8192,3072,0,base,476.046,1,1.0,0,476.046,0,476.046,1.0,1373.809,2.8859,19
10413,2048,3072,0,base,132.294,1,1.0,0,132.294,0,132.294,1.0,360.797,2.7272,19
10413,3072,3072,0,base,172.794,1,1.0,0,172.794,0,172.794,1.0,522.611,3.0245,19
10413,4096,3072,0,base,235.043,1,1.0,0,235.043,0,235.043,1.0,685.524,2.9166,19
10414,2048,3072,0,base,131.25,1,1.0,0,131.25,0,131.25,1.0,361.721,2.756,19
10415,2048,3072,0,base,128.878,1,1.0,0,128.878,0,128.878,1.0,358.252,2.7798,19
10416,2048,3072,0,base,128.898,1,1.0,0,128.898,0,128.898,1.0,358.092,2.7781,19
10416,3072,3072,0,base,168.99,1,1.0,0,168.99,0,168.99,1.0,522.611,3.0925,19
10416,4096,3072,0,base,233.243,1,1.0,0,233.243,0,233.243,1.0,687.544,2.9478,19
10417,2048,3072,0,base,131.006,1,1.0,0,131.006,0,131.006,1.0,356.841,2.7239,19
10418,3072,3072,0,base,169.482,1,1.0,0,169.482,0,169.482,1.0,522.355,3.0821,19
10418,4096,3072,0,base,234.155,1,1.0,0,234.155,0,234.155,1.0,683.809,2.9203,19
10419,3072,3072,0,base,176.518,1,1.0,0,176.518,0,176.518,1.0,526.275,2.9814,19
10419,4096,3072,0,base,238.527,1,1.0,0,238.527,0,238.527,1.0,684.569,2.87,19
10420,3072,6144,0,base,349.356,1,1.0,0,349.356,0,349.356,1.0,1043.633,2.9873,19
10420,8192,3072,0,base,464.926,1,1.0,0,464.926,0,464.926,1.0,1359.973,2.9251,19
10421,3072,3072,0,base,174.662,1,1.0,0,174.662,0,174.662,1.0,524.103,3.0007,19
10421,3072,6144,0,base,346.548,1,1.0,0,346.548,0,346.548,1.0,1041.017,3.004,19
10421,4096,3072,0,base,233.647,1,1.0,0,233.647,0,233.647,1.0,685.437,2.9336,19
10421,8192,3072,0,base,486.19,1,1.0,0,486.19,0,486.19,1.0,1353.433,2.7838,19
10423,2048,3072,0,base,131.438,1,1.0,0,131.438,0,131.438,1.0,358.969,2.7311,19
10426,2048,3072,0,base,130.006,1,1.0,0,130.006,0,130.006,1.0,361.133,2.7778,19
10426,3072,3072,0,base,172.39,1,1.0,0,172.39,0,172.39,1.0,521.994,3.028,19
10426,4096,3072,0,base,238.351,1,1.0,0,238.351,0,238.351,1.0,685.153,2.8746,19
10427,2048,3072,0,base,130.906,1,1.0,0,130.906,0,130.906,1.0,358.72,2.7403,19
10428,3072,3072,0,base,169.402,1,1.0,0,169.402,0,169.402,1.0,527.735,3.1153,19
10428,4096,3072,0,base,233.499,1,1.0,0,233.499,0,233.499,1.0,690.961,2.9592,19
10429,3072,3072,0,base,177.002,1,1.0,0,177.002,0,177.002,1.0,527.523,2.9803,19
10429,4096,3072,0,base,233.707,1,1.0,0,233.707,0,233.707,1.0,685.549,2.9334,19
10430,3072,3072,0,base,175.842,1,1.0,0,175.842,0,175.842,1.0,526.547,2.9944,19
10430,4096,3072,0,base,238.139,1,1.0,0,238.139,0,238.139,1.0,688.269,2.8902,19
10432,3072,3072,0,base,176.198,1,1.0,0,176.198,0,176.198,1.0,523.183,2.9693,19
10432,4096,3072,0,base,231.463,1,1.0,0,231.463,0,231.463,1.0,686.521,2.966,19
10433,3072,3072,0,base,168.858,1,1.0,0,168.858,0,168.858,1.0,521.231,3.0868,19
10433,4096,3072,0,base,236.023,1,1.0,0,236.023,0,236.023,1.0,683.821,2.8973,19
10435,2048,3072,0,base,131.594,1,1.0,0,131.594,0,131.594,1.0,360.376,2.7386,19
10439,3072,3072,0,base,168.966,1,1.0,0,168.966,0,168.966,1.0,521.327,3.0854,19
10439,4096,3072,0,base,230.291,1,1.0,0,230.291,0,230.291,1.0,685.073,2.9748,19
10440,3072,6144,0,base,342.128,1,1.0,0,342.128,0,342.128,1.0,1043.241,3.0493,19
10440,8192,3072,0,base,464.046,1,1.0,0,464.046,0,464.046,1.0,1368.67,2.9494,19
10441,2048,3072,0,base,131.05,1,1.0,0,131.05,0,131.05,1.0,360.973,2.7545,19
10442,2048,3072,0,base,128.198,1,1.0,0,128.198,0,128.198,1.0,357.632,2.7897,19
10442,3072,3072,0,base,170.738,1,1.0,0,170.738,0,170.738,1.0,521.687,3.0555,19
10442,3072,6144,0,base,342.892,1,1.0,0,342.892,0,342.892,1.0,1045.881,3.0502,19
10442,4096,3072,0,base,230.863,1,1.0,0,230.863,0,230.863,1.0,683.625,2.9612,19
10442,8192,3072,0,base,477.782,1,1.0,0,477.782,0,477.782,1.0,1367.918,2.8631,19
10443,2048,3072,0,base,131.27,1,1.0,0,131.27,0,131.27,1.0,353.164,2.6904,19
10443,3072,6144,0,base,332.384,1,1.0,0,332.384,0,332.384,1.0,1045.301,3.1449,19
10443,8192,3072,0,base,462.978,1,1.0,0,462.978,0,462.978,1.0,1367.565,2.9538,19
10444,2048,3072,0,base,130.29,1,1.0,0,130.29,0,130.29,1.0,362.28,2.7806,19
10444,3072,3072,0,base,176.582,1,1.0,0,176.582,0,176.582,1.0,524.11,2.9681,19
10444,3072,6144,0,base,345.124,1,1.0,0,345.124,0,345.124,1.0,1045.289,3.0287,19
10444,4096,3072,0,base,236.659,1,1.0,0,236.659,0,236.659,1.0,685.521,2.8967,19
10444,8192,3072,0,base,465.402,1,1.0,0,465.402,0,465.402,1.0,1369.425,2.9425,19
10445,2048,3072,0,base,131.258,1,1.0,0,131.258,0,131.258,1.0,362.876,2.7646,19
10446,3072,6144,0,base,345.26,1,1.0,0,345.26,0,345.26,1.0,1045.101,3.027,19
10446,8192,3072,0,base,471.526,1,1.0,0,471.526,0,471.526,1.0,1365.405,2.8957,19
10448,2048,3072,0,base,130.894,1,1.0,0,130.894,0,130.894,1.0,361.585,2.7624,19
10449,3072,3072,0,base,174.362,1,1.0,0,174.362,0,174.362,1.0,520.927,2.9876,19
10449,4096,3072,0,base,238.043,1,1.0,0,238.043,0,238.043,1.0,683.213,2.8701,19
10450,2048,3072,0,base,131.206,1,1.0,0,131.206,0,131.206,1.0,357.164,2.7222,19
10452,2048,3072,0,base,128.026,1,1.0,0,128.026,0,128.026,1.0,359.933,2.8114,19
10453,3072,3072,0,base,173.87,1,1.0,0,173.87,0,173.87,1.0,529.487,3.0453,19
10453,4096,3072,0,base,227.935,1,1.0,0,227.935,0,227.935,1.0,683.629,2.9992,19
10456,3072,3072,0,base,176.998,1,1.0,0,176.998,0,176.998,1.0,524.167,2.9614,19
10456,4096,3072,0,base,230.671,1,1.0,0,230.671,0,230.671,1.0,686.989,2.9782,19
10457,2048,3072,0,base,132.29,1,1.0,0,132.29,0,132.29,1.0,360.773,2.7271,19
10460,3072,3072,0,base,169.694,1,1.0,0,169.694,0,169.694,1.0,521.919,3.0756,19
10460,3072,6144,0,base,331.84,1,1.0,0,331.84,0,331.84,1.0,1045.789,3.1515,19
10460,4096,3072,0,base,234.827,1,1.0,0,234.827,0,234.827,1.0,686.661,2.9241,19
10460,8192,3072,0,base,475.538,1,1.0,0,475.538,0,475.538,1.0,1363.561,2.8674,19
10461,3072,3072,0,base,174.33,1,1.0,0,174.33,0,174.33,1.0,522.939,2.9997,19
10461,3072,6144,0,base,339.812,1,1.0,0,339.812,0,339.812,1.0,1045.501,3.0767,19
10461,4096,3072,0,base,230.367,1,1.0,0,230.367,0,230.367,1.0,686.952,2.982,19
10461,8192,3072,0,base,475.302,1,1.0,0,475.302,0,475.302,1.0,1369.241,2.8808,19
10462,2048,3072,0,base,131.586,1,1.0,0,131.586,0,131.586,1.0,359.793,2.7343,19
10462,3072,3072,0,base,174.818,1,1.0,0,174.818,0,174.818,1.0,520.85,2.9794,19
10462,3072,6144,0,base,344.257,1,1.0,0,344.257,0,344.257,1.0,1046.273,3.0392,19
10462,4096,3072,0,base,234.007,1,1.0,0,234.007,0,234.007,1.0,686.937,2.9355,19
